match_id,season,start_date,venue,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,ball_in_over,extra_ball,balls_remaining,runs_scored_yet,wicket,wickets_lost_yet,innings1_total,innings2_total,target,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,.groups
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,1,England,Sri Lanka,PD Salt,JC Buttler,D Madushanka,1,0,1,False,119,1,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,2,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,2,False,118,1,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,3,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,3,False,117,1,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,4,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,1,0,4,False,116,2,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,5,England,Sri Lanka,PD Salt,JC Buttler,D Madushanka,1,0,5,False,115,3,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,1,6,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,1,0,6,False,114,4,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,1,England,Sri Lanka,JC Buttler,PD Salt,DN Wellalage,0,0,1,False,113,4,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,2,England,Sri Lanka,JC Buttler,PD Salt,DN Wellalage,1,0,2,False,112,5,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,3,England,Sri Lanka,PD Salt,JC Buttler,DN Wellalage,6,0,3,False,111,11,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,4,England,Sri Lanka,PD Salt,JC Buttler,DN Wellalage,1,0,4,False,110,12,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,5,England,Sri Lanka,JC Buttler,PD Salt,DN Wellalage,1,0,5,False,109,13,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,2,6,England,Sri Lanka,PD Salt,JC Buttler,DN Wellalage,0,0,6,False,108,13,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,1,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,2,0,1,False,107,15,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,2,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,2,False,106,15,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,3,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,3,False,105,15,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,4,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,4,False,104,15,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,5,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,0,0,5,False,103,15,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,3,6,England,Sri Lanka,JC Buttler,PD Salt,D Madushanka,1,0,6,False,102,16,False,0,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,1,England,Sri Lanka,JC Buttler,PD Salt,DN Wellalage,0,0,1,False,101,16,True,1,146,95,147,,,,,,lbw,JC Buttler,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,2,England,Sri Lanka,JG Bethell,PD Salt,DN Wellalage,1,0,2,False,100,17,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,3,England,Sri Lanka,PD Salt,JG Bethell,DN Wellalage,0,0,3,False,99,17,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,4,England,Sri Lanka,PD Salt,JG Bethell,DN Wellalage,1,0,4,False,98,18,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,5,England,Sri Lanka,JG Bethell,PD Salt,DN Wellalage,1,0,5,False,97,19,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,4,6,England,Sri Lanka,PD Salt,JG Bethell,DN Wellalage,4,0,6,False,96,23,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,1,England,Sri Lanka,JG Bethell,PD Salt,D Madushanka,1,0,1,False,95,24,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,2,England,Sri Lanka,PD Salt,JG Bethell,D Madushanka,0,0,2,False,94,24,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,3,England,Sri Lanka,PD Salt,JG Bethell,D Madushanka,0,0,3,False,93,24,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,4,England,Sri Lanka,PD Salt,JG Bethell,D Madushanka,0,0,4,False,92,24,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,5,England,Sri Lanka,PD Salt,JG Bethell,D Madushanka,4,0,5,False,91,28,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,5,6,England,Sri Lanka,PD Salt,JG Bethell,D Madushanka,4,0,6,False,90,32,False,1,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,1,England,Sri Lanka,JG Bethell,PD Salt,M Theekshana,0,0,1,False,89,32,True,2,146,95,147,,,,,,caught,JG Bethell,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,2,England,Sri Lanka,T Banton,PD Salt,M Theekshana,1,0,2,False,88,33,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,3,England,Sri Lanka,PD Salt,T Banton,M Theekshana,0,0,3,False,87,33,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,4,England,Sri Lanka,PD Salt,T Banton,M Theekshana,0,1,3,True,87,34,False,2,146,95,147,1.0,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,5,England,Sri Lanka,PD Salt,T Banton,M Theekshana,1,0,4,False,86,35,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,6,England,Sri Lanka,T Banton,PD Salt,M Theekshana,1,0,5,False,85,36,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,6,7,England,Sri Lanka,PD Salt,T Banton,M Theekshana,1,0,6,False,84,37,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,1,England,Sri Lanka,PD Salt,T Banton,MADI Hemantha,0,0,1,False,83,37,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,2,England,Sri Lanka,PD Salt,T Banton,MADI Hemantha,1,0,2,False,82,38,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,3,England,Sri Lanka,T Banton,PD Salt,MADI Hemantha,1,0,3,False,81,39,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,4,England,Sri Lanka,PD Salt,T Banton,MADI Hemantha,4,0,4,False,80,43,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,5,England,Sri Lanka,PD Salt,T Banton,MADI Hemantha,1,0,5,False,79,44,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,7,6,England,Sri Lanka,T Banton,PD Salt,MADI Hemantha,1,0,6,False,78,45,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,1,England,Sri Lanka,T Banton,PD Salt,PVD Chameera,1,0,1,False,77,46,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,2,England,Sri Lanka,PD Salt,T Banton,PVD Chameera,1,0,2,False,76,47,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,3,England,Sri Lanka,T Banton,PD Salt,PVD Chameera,1,0,3,False,75,48,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,4,England,Sri Lanka,PD Salt,T Banton,PVD Chameera,1,0,4,False,74,49,False,2,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,5,England,Sri Lanka,T Banton,PD Salt,PVD Chameera,0,0,5,False,73,49,True,3,146,95,147,,,,,,run out,T Banton,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,8,6,England,Sri Lanka,PD Salt,HC Brook,PVD Chameera,0,0,6,False,72,49,False,3,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,9,1,England,Sri Lanka,HC Brook,PD Salt,MADI Hemantha,1,0,1,False,71,50,False,3,146,95,147,,,,,,,,,,drop
1512760,2025/26,2026-02-22,Pallekele International Cricket Stadium,1,9,2,England,Sri Lanka,PD Salt,HC Brook,MADI Hemantha,1,0,2,False,70,51,False,3,146,95,147,,,,,,,,,,drop
