match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512760,2026-02-22,1,Sri Lanka,DN Wellalage,4.0,24,3,26,6.5,0,0,0
1512760,2026-02-22,1,Sri Lanka,M Theekshana,4.0,24,2,21,5.25,0,2,0
1512760,2026-02-22,1,Sri Lanka,D Madushanka,4.0,24,2,25,6.25,0,0,0
1512760,2026-02-22,1,Sri Lanka,PVD Chameera,4.0,24,1,36,9.0,0,1,0
1512760,2026-02-22,1,Sri Lanka,MADI Hemantha,4.0,24,0,38,9.5,0,0,0
1512760,2026-02-22,2,England,WG Jacks,4.0,24,3,22,5.5,0,0,0
1512760,2026-02-22,2,England,AU Rashid,3.4,22,2,13,3.55,0,1,0
1512760,2026-02-22,2,England,JC Archer,3.0,18,2,20,6.67,0,1,0
1512760,2026-02-22,2,England,LA Dawson,4.0,24,2,27,6.75,0,0,0
1512760,2026-02-22,2,England,J Overton,2.0,12,1,13,6.5,0,0,0
