match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512763,2026-02-24,1,England,LA Dawson,4.0,24,3,24,6.0,0,1,0
1512763,2026-02-24,1,England,JC Archer,4.0,24,2,32,8.0,0,0,0
1512763,2026-02-24,1,England,J Overton,3.0,18,2,26,8.67,0,1,0
1512763,2026-02-24,1,England,AU Rashid,4.0,24,1,31,7.75,0,1,1
1512763,2026-02-24,1,England,SM Curran,3.0,18,0,24,8.0,0,0,0
1512763,2026-02-24,1,England,WG Jacks,2.0,12,0,27,13.5,0,0,0
1512763,2026-02-24,2,Pakistan,Shaheen Shah Afridi,4.0,24,4,31,7.75,0,0,0
1512763,2026-02-24,2,Pakistan,Usman Tariq,4.0,24,2,31,7.75,0,0,0
1512763,2026-02-24,2,Pakistan,Mohammad Nawaz,3.0,18,2,26,8.67,0,0,0
1512763,2026-02-24,2,Pakistan,Salman Mirza,3.1,19,0,26,8.21,0,2,0
1512763,2026-02-24,2,Pakistan,Shadab Khan,3.0,18,0,31,10.33,0,1,0
1512763,2026-02-24,2,Pakistan,Saim Ayub,2.0,12,0,21,10.5,0,0,0
