match_id,date,innings,team,player,runs,balls_faced,strike_rate,fours,sixes,dismissed,dismissal_kind
1512748,2026-02-16,1,Australia,TM Head,56,30,186.67,7,3,True,caught
1512748,2026-02-16,1,Australia,MR Marsh,54,28,192.86,8,2,True,lbw
1512748,2026-02-16,1,Australia,JP Inglis,27,22,122.73,3,0,True,caught
1512748,2026-02-16,1,Australia,GJ Maxwell,22,15,146.67,1,1,True,caught
1512748,2026-02-16,1,Australia,TH David,6,6,100.0,1,0,True,caught
1512748,2026-02-16,1,Australia,MP Stoinis,4,6,66.67,0,0,True,caught
1512748,2026-02-16,1,Australia,C Connolly,3,4,75.0,0,0,True,caught
1512748,2026-02-16,1,Australia,C Green,3,7,42.86,0,0,True,stumped
1512748,2026-02-16,1,Australia,A Zampa,1,1,100.0,0,0,True,run out
1512748,2026-02-16,1,Australia,NT Ellis,0,2,0.0,0,0,False,
1512748,2026-02-16,1,Australia,XC Bartlett,0,3,0.0,0,0,False,
1512748,2026-02-16,2,Sri Lanka,P Nissanka,100,55,181.82,10,5,False,
1512748,2026-02-16,2,Sri Lanka,BKG Mendis,51,39,130.77,6,1,True,caught
1512748,2026-02-16,2,Sri Lanka,P Rathnayake,28,15,186.67,6,0,False,
1512748,2026-02-16,2,Sri Lanka,MDKJ Perera,1,3,33.33,0,0,True,caught
