match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512720,2026-02-07,1,Scotland,BJ Currie,4.0,24,2,23,5.75,0,1,0
1512720,2026-02-07,1,Scotland,O Davidson,3.0,18,1,24,8.0,0,0,0
1512720,2026-02-07,1,Scotland,MA Leask,4.0,24,1,44,11.0,0,1,0
1512720,2026-02-07,1,Scotland,SM Sharif,4.0,24,1,46,11.5,0,2,0
1512720,2026-02-07,1,Scotland,BJ McMullen,1.0,6,0,7,7.0,0,0,0
1512720,2026-02-07,1,Scotland,MRJ Watt,4.0,24,0,38,9.5,0,0,0
1512720,2026-02-07,2,West Indies,R Shepherd,3.0,18,5,20,6.67,0,0,0
1512720,2026-02-07,2,West Indies,JO Holder,3.5,23,3,30,7.83,0,3,0
1512720,2026-02-07,2,West Indies,S Joseph,4.0,24,1,26,6.5,0,2,1
1512720,2026-02-07,2,West Indies,G Motie,4.0,24,1,30,7.5,0,1,0
1512720,2026-02-07,2,West Indies,MW Forde,2.0,12,0,15,7.5,0,0,0
1512720,2026-02-07,2,West Indies,AJ Hosein,2.0,12,0,26,13.0,0,0,0
