match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512743,2026-02-15,1,West Indies,JO Holder,4.0,24,4,28,7.0,0,1,1
1512743,2026-02-15,1,West Indies,MW Forde,4.0,24,1,10,2.5,1,1,0
1512743,2026-02-15,1,West Indies,RL Chase,2.0,12,1,10,5.0,0,1,0
1512743,2026-02-15,1,West Indies,AJ Hosein,4.0,24,1,30,7.5,0,0,0
1512743,2026-02-15,1,West Indies,S Joseph,4.0,24,1,38,9.5,0,0,0
1512743,2026-02-15,1,West Indies,G Motie,2.0,12,0,17,8.5,0,0,0
1512743,2026-02-15,2,Nepal,NK Yadav,3.0,18,1,24,8.0,0,2,0
1512743,2026-02-15,2,Nepal,DS Airee,3.2,20,0,19,5.7,0,0,0
1512743,2026-02-15,2,Nepal,Karan KC,2.0,12,0,12,6.0,0,0,0
1512743,2026-02-15,2,Nepal,K Bhurtel,2.0,12,0,18,9.0,0,1,0
1512743,2026-02-15,2,Nepal,Sompal Kami,2.0,12,0,23,11.5,0,1,1
1512743,2026-02-15,2,Nepal,S Lamichhane,3.0,18,0,38,12.67,0,0,0
