match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512721,2026-02-07,1,United States of America,SC van Schalkwyk,4.0,24,4,25,6.25,0,1,0
1512721,2026-02-07,1,United States of America,Harmeet Singh,4.0,24,2,26,6.5,0,1,0
1512721,2026-02-07,1,United States of America,Mohammad Mohsin,4.0,24,1,16,4.0,0,0,0
1512721,2026-02-07,1,United States of America,Ali Khan,2.0,12,1,13,6.5,0,0,0
1512721,2026-02-07,1,United States of America,Shubham Ranjane,2.0,12,0,16,8.0,0,1,0
1512721,2026-02-07,1,United States of America,SN Netravalkar,4.0,24,0,65,16.25,0,0,0
1512721,2026-02-07,2,India,Mohammed Siraj,4.0,24,3,30,7.5,0,1,0
1512721,2026-02-07,2,India,Arshdeep Singh,4.0,24,2,19,4.75,0,1,0
1512721,2026-02-07,2,India,AR Patel,4.0,24,2,24,6.0,0,0,0
1512721,2026-02-07,2,India,CV Varun,4.0,24,1,24,6.0,0,0,0
1512721,2026-02-07,2,India,HH Pandya,4.0,24,0,35,8.75,0,1,0
