match_id,season,start_date,venue,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,ball_in_over,extra_ball,balls_remaining,runs_scored_yet,wicket,wickets_lost_yet,innings1_total,innings2_total,target,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,.groups
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,1,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,0,0,1,False,119,0,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,2,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,0,0,2,False,118,0,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,3,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,0,0,3,False,117,0,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,4,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,0,0,4,False,116,0,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,5,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,6,0,5,False,115,6,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,1,6,India,United States of America,Ishan Kishan,Abhishek Sharma,SN Netravalkar,1,0,6,False,114,7,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,1,India,United States of America,Ishan Kishan,Abhishek Sharma,Ali Khan,1,0,1,False,113,8,False,0,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,2,India,United States of America,Abhishek Sharma,Ishan Kishan,Ali Khan,0,0,2,False,112,8,True,1,161,132,162,,,,,,caught,Abhishek Sharma,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,3,India,United States of America,Tilak Varma,Ishan Kishan,Ali Khan,0,0,3,False,111,8,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,4,India,United States of America,Tilak Varma,Ishan Kishan,Ali Khan,0,0,4,False,110,8,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,5,India,United States of America,Tilak Varma,Ishan Kishan,Ali Khan,0,0,5,False,109,8,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,2,6,India,United States of America,Tilak Varma,Ishan Kishan,Ali Khan,1,0,6,False,108,9,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,1,India,United States of America,Tilak Varma,Ishan Kishan,SN Netravalkar,6,0,1,False,107,15,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,2,India,United States of America,Tilak Varma,Ishan Kishan,SN Netravalkar,4,0,2,False,106,19,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,3,India,United States of America,Tilak Varma,Ishan Kishan,SN Netravalkar,1,0,3,False,105,20,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,4,India,United States of America,Ishan Kishan,Tilak Varma,SN Netravalkar,1,0,4,False,104,21,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,5,India,United States of America,Tilak Varma,Ishan Kishan,SN Netravalkar,0,0,5,False,103,21,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,3,6,India,United States of America,Tilak Varma,Ishan Kishan,SN Netravalkar,4,0,6,False,102,25,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,4,1,India,United States of America,Ishan Kishan,Tilak Varma,SC van Schalkwyk,0,0,1,False,101,25,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,4,2,India,United States of America,Ishan Kishan,Tilak Varma,SC van Schalkwyk,1,0,2,False,100,26,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,4,3,India,United States of America,Tilak Varma,Ishan Kishan,SC van Schalkwyk,4,0,3,False,99,30,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,4,4,India,United States of America,Tilak Varma,Ishan Kishan,SC van Schalkwyk,0,0,4,False,98,30,False,1,161,132,162,,,,,,,,,,drop
1512721,2025/26,2026-02-07,"Wankhede Stadium, Mumbai",1,4,5,India,United States of America,Tilak Varma,Ishan Kishan,SC van Schalkwyk,2,0,5,False,97,32,False,1,161,132,162,,,,,,,,,,drop
