match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512773,08-03-2026,1,New Zealand,JDS Neesham,4.0,24,3,46,11.5,0,0,0
1512773,08-03-2026,1,New Zealand,MJ Henry,4.0,24,1,49,12.25,0,4,0
1512773,08-03-2026,1,New Zealand,R Ravindra,2.0,12,1,32,16.0,0,0,0
1512773,08-03-2026,1,New Zealand,GD Phillips,1.0,6,0,5,5.0,0,0,0
1512773,08-03-2026,1,New Zealand,MJ Santner,4.0,24,0,33,8.25,0,0,0
1512773,08-03-2026,1,New Zealand,JA Duffy,3.0,18,0,42,14.0,0,1,0
1512773,08-03-2026,1,New Zealand,LH Ferguson,2.0,12,0,48,24.0,0,3,0
1512773,08-03-2026,2,India,JJ Bumrah,4.0,24,4,15,3.75,0,1,0
1512773,08-03-2026,2,India,AR Patel,3.0,18,3,27,9.0,0,0,0
1512773,08-03-2026,2,India,Abhishek Sharma,1.0,6,1,5,5.0,0,0,0
1512773,08-03-2026,2,India,HH Pandya,4.0,24,1,36,9.0,0,1,0
1512773,08-03-2026,2,India,CV Varun,3.0,18,1,43,14.33,0,0,0
1512773,08-03-2026,2,India,Arshdeep Singh,4.0,24,0,33,8.25,0,5,0
