match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512751,2026-02-17,1,Nepal,Sompal Kami,4.0,24,3,26,6.5,0,1,0
1512751,2026-02-17,1,Nepal,NK Yadav,4.0,24,2,39,9.75,0,2,0
1512751,2026-02-17,1,Nepal,RK Paudel,2.0,12,1,12,6.0,0,0,0
1512751,2026-02-17,1,Nepal,K Bhurtel,4.0,24,1,37,9.25,0,0,0
1512751,2026-02-17,1,Nepal,DS Airee,3.0,18,0,23,7.67,0,0,0
1512751,2026-02-17,1,Nepal,S Lamichhane,3.0,18,0,33,11.0,0,0,0
1512751,2026-02-17,2,Scotland,MA Leask,4.0,24,3,30,7.5,0,0,0
1512751,2026-02-17,2,Scotland,BJ McMullen,1.0,6,0,5,5.0,0,0,0
1512751,2026-02-17,2,Scotland,O Davidson,4.0,24,0,31,7.75,0,1,0
1512751,2026-02-17,2,Scotland,BJ Currie,4.0,24,0,35,8.75,0,1,0
1512751,2026-02-17,2,Scotland,BTJ Wheal,3.2,20,0,35,10.5,0,0,0
1512751,2026-02-17,2,Scotland,MRJ Watt,3.0,18,0,35,11.67,0,0,0
