match_id,date,innings,team,player,runs,balls_faced,strike_rate,fours,sixes,dismissed,dismissal_kind
1512756,2026-02-19,1,Sri Lanka,P Nissanka,62,42,147.62,8,0,True,caught
1512756,2026-02-19,1,Sri Lanka,P Rathnayake,44,26,169.23,3,2,True,caught
1512756,2026-02-19,1,Sri Lanka,MDKJ Perera,22,14,157.14,4,0,True,caught
1512756,2026-02-19,1,Sri Lanka,DN Wellalage,15,8,187.5,3,0,False,
1512756,2026-02-19,1,Sri Lanka,BKG Mendis,14,20,70.0,0,0,True,stumped
1512756,2026-02-19,1,Sri Lanka,PHKD Mendis,7,7,100.0,1,0,True,caught and bowled
1512756,2026-02-19,1,Sri Lanka,MD Shanaka,6,7,85.71,0,0,True,caught
1512756,2026-02-19,1,Sri Lanka,MADI Hemantha,0,1,0.0,0,0,True,caught
1512756,2026-02-19,2,Zimbabwe,BJ Bennett,63,50,126.0,8,0,False,
1512756,2026-02-19,2,Zimbabwe,Sikandar Raza,45,27,166.67,2,4,True,caught
1512756,2026-02-19,2,Zimbabwe,T Marumani,34,27,125.93,5,1,True,caught and bowled
1512756,2026-02-19,2,Zimbabwe,RP Burl,23,12,191.67,2,1,True,caught
1512756,2026-02-19,2,Zimbabwe,T Munyonga,8,4,200.0,0,1,False,
1512756,2026-02-19,2,Zimbabwe,T Musekiwa,1,2,50.0,0,0,True,caught
