match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512719,2026-02-07,1,Pakistan,Salman Mirza,3.5,23,3,25,6.52,0,2,0
1512719,2026-02-07,1,Pakistan,Abrar Ahmed,4.0,24,2,23,5.75,0,0,0
1512719,2026-02-07,1,Pakistan,Saim Ayub,1.0,6,2,7,7.0,0,0,0
1512719,2026-02-07,1,Pakistan,Mohammad Nawaz,4.0,24,2,38,9.5,0,0,0
1512719,2026-02-07,1,Pakistan,Shaheen Shah Afridi,3.0,18,1,28,9.33,0,0,0
1512719,2026-02-07,1,Pakistan,Shadab Khan,4.0,24,0,26,6.5,0,0,0
1512719,2026-02-07,2,Netherlands,PA van Meekeren,4.0,24,2,20,5.0,1,1,0
1512719,2026-02-07,2,Netherlands,A Dutt,4.0,24,2,33,8.25,0,0,0
1512719,2026-02-07,2,Netherlands,RE van der Merwe,3.0,18,1,13,4.33,0,0,0
1512719,2026-02-07,2,Netherlands,K Klein,3.0,18,1,23,7.67,0,1,0
1512719,2026-02-07,2,Netherlands,LV van Beek,4.0,24,1,46,11.5,0,0,0
1512719,2026-02-07,2,Netherlands,BFW de Leede,1.3,9,0,13,8.67,0,0,0
