match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512738,2026-02-13,1,United Arab Emirates,Junaid Siddique,4.0,24,5,35,8.75,0,6,0
1512738,2026-02-13,1,United Arab Emirates,Muhammad Jawadullah,4.0,24,1,16,4.0,0,1,0
1512738,2026-02-13,1,United Arab Emirates,Haider Ali,4.0,24,0,29,7.25,0,0,0
1512738,2026-02-13,1,United Arab Emirates,H Kaushik,2.0,12,0,17,8.5,0,0,0
1512738,2026-02-13,1,United Arab Emirates,Muhammad Arfan,4.0,24,0,34,8.5,0,2,0
1512738,2026-02-13,1,United Arab Emirates,Muhammad Farooq,2.0,12,0,19,9.5,0,0,0
1512738,2026-02-13,2,Canada,Saad Bin Zafar,4.0,24,3,14,3.5,0,0,0
1512738,2026-02-13,2,Canada,Kaleem Sana,4.0,24,1,30,7.5,0,0,1
1512738,2026-02-13,2,Canada,Jaskaran Singh,3.4,22,1,45,12.27,0,3,0
1512738,2026-02-13,2,Canada,DS Bajwa,1.0,6,0,4,4.0,0,0,0
1512738,2026-02-13,2,Canada,D Heyliger,4.0,24,0,33,8.25,0,1,0
1512738,2026-02-13,2,Canada,Ansh Patel,3.0,18,0,25,8.33,0,1,0
