match_id,date,innings,team,player,runs,balls_faced,strike_rate,fours,sixes,dismissed,dismissal_kind
1512727,2026-02-09,1,South Africa,AK Markram,59,36,163.89,10,1,True,caught
1512727,2026-02-09,1,South Africa,DA Miller,39,24,162.5,1,3,False,
1512727,2026-02-09,1,South Africa,T Stubbs,34,19,178.95,2,2,False,
1512727,2026-02-09,1,South Africa,RD Rickelton,33,22,150.0,3,1,True,caught
1512727,2026-02-09,1,South Africa,Q de Kock,25,24,104.17,2,0,True,bowled
1512727,2026-02-09,1,South Africa,D Brevis,6,7,85.71,1,0,True,caught
1512727,2026-02-09,2,Canada,NS Dhaliwal,64,52,123.08,7,1,True,caught
1512727,2026-02-09,2,Canada,H Thaker,33,30,110.0,2,2,True,caught
1512727,2026-02-09,2,Canada,YS Samra,12,9,133.33,3,0,True,caught
1512727,2026-02-09,2,Canada,Saad Bin Zafar,11,13,84.62,1,0,True,caught
1512727,2026-02-09,2,Canada,S Movva,9,11,81.82,2,0,True,bowled
1512727,2026-02-09,2,Canada,Kaleem Sana,5,3,166.67,1,0,False,
1512727,2026-02-09,2,Canada,D Heyliger,4,6,66.67,0,0,False,
1512727,2026-02-09,2,Canada,NR Kirton,4,3,133.33,1,0,True,caught
1512727,2026-02-09,2,Canada,DS Bajwa,0,1,0.0,0,0,True,caught
1512727,2026-02-09,2,Canada,Jaskaran Singh,0,1,0.0,0,0,True,caught
