match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512765,26-02-2026,1,South Africa,L Ngidi,4.0,24,3,30,7.5,0,0,0
1512765,26-02-2026,1,South Africa,K Rabada,4.0,24,2,22,5.5,0,1,0
1512765,26-02-2026,1,South Africa,C Bosch,4.0,24,2,31,7.75,0,0,0
1512765,26-02-2026,1,South Africa,KA Maharaj,4.0,24,0,43,10.75,0,0,0
1512765,26-02-2026,1,South Africa,M Jansen,4.0,24,0,50,12.5,0,1,0
1512765,26-02-2026,2,West Indies,RL Chase,4.0,24,1,46,11.5,0,0,0
1512765,26-02-2026,2,West Indies,JO Holder,3.1,19,0,31,9.79,0,1,0
1512765,26-02-2026,2,West Indies,MW Forde,3.0,18,0,30,10.0,0,0,0
1512765,26-02-2026,2,West Indies,R Shepherd,2.0,12,0,22,11.0,0,1,1
1512765,26-02-2026,2,West Indies,G Motie,2.0,12,0,24,12.0,0,0,0
1512765,26-02-2026,2,West Indies,S Joseph,2.0,12,0,24,12.0,0,0,0
