match_id,date,innings,team,player,runs,balls_faced,strike_rate,fours,sixes,dismissed,dismissal_kind
1512723,2026-02-08,1,England,JG Bethell,55,38,144.74,4,4,True,caught
1512723,2026-02-08,1,England,HC Brook,53,33,160.61,4,3,True,caught
1512723,2026-02-08,1,England,WG Jacks,39,18,216.67,1,4,False,
1512723,2026-02-08,1,England,JC Buttler,26,17,152.94,5,0,True,caught
1512723,2026-02-08,1,England,SM Curran,2,8,25.0,0,0,True,bowled
1512723,2026-02-08,1,England,T Banton,2,5,40.0,0,0,True,lbw
1512723,2026-02-08,1,England,JC Archer,1,3,33.33,0,0,True,run out
1512723,2026-02-08,1,England,PD Salt,1,2,50.0,0,0,True,caught
1512723,2026-02-08,2,Nepal,DS Airee,44,29,151.72,6,1,True,caught
1512723,2026-02-08,2,Nepal,Lokesh Bam,39,24,162.5,4,2,False,
1512723,2026-02-08,2,Nepal,RK Paudel,39,37,105.41,2,2,True,caught
1512723,2026-02-08,2,Nepal,K Bhurtel,29,18,161.11,4,1,True,caught and bowled
1512723,2026-02-08,2,Nepal,Aarif Sheikh,10,9,111.11,0,1,True,caught
1512723,2026-02-08,2,Nepal,Aasif Sheikh,7,9,77.78,1,0,True,caught
1512723,2026-02-08,2,Nepal,Gulsan Jha,1,2,50.0,0,0,True,bowled
1512723,2026-02-08,2,Nepal,Karan KC,1,1,100.0,0,0,False,
