match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512758,2026-02-20,1,Australia,A Zampa,3.2,20,4,22,6.6,1,0,0
1512758,2026-02-20,1,Australia,GJ Maxwell,3.0,18,2,13,4.33,0,0,0
1512758,2026-02-20,1,Australia,XC Bartlett,4.0,24,2,27,6.75,0,1,0
1512758,2026-02-20,1,Australia,NT Ellis,2.0,12,1,15,7.5,0,1,0
1512758,2026-02-20,1,Australia,MP Stoinis,2.0,12,1,16,8.0,0,0,0
1512758,2026-02-20,1,Australia,C Green,2.0,12,0,11,5.5,0,0,0
1512758,2026-02-20,2,Oman,Shakeel Ahmed,4.0,24,1,29,7.25,0,0,0
1512758,2026-02-20,2,Oman,Jay Odedra,2.0,12,0,21,10.5,0,0,0
1512758,2026-02-20,2,Oman,J Ramanandi,0.4,4,0,10,15.0,0,0,0
1512758,2026-02-20,2,Oman,Shafiq Jan,2.0,12,0,30,15.0,0,0,0
1512758,2026-02-20,2,Oman,Wasim Ali,1.0,6,0,18,18.0,0,0,0
