match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512755,2026-02-19,1,Italy,CJPF Kalugamage,4.0,24,2,25,6.25,0,0,0
1512755,2026-02-19,1,Italy,BAD Manenti,4.0,24,2,37,9.25,0,0,0
1512755,2026-02-19,1,Italy,Ali Hasan,3.0,18,1,24,8.0,0,1,0
1512755,2026-02-19,1,Italy,TJ Draca,2.0,12,1,22,11.0,0,1,0
1512755,2026-02-19,1,Italy,JT Smuts,4.0,24,0,27,6.75,0,0,0
1512755,2026-02-19,1,Italy,G Stewart,3.0,18,0,30,10.0,0,1,0
1512755,2026-02-19,2,West Indies,S Joseph,4.0,24,4,30,7.5,0,1,0
1512755,2026-02-19,2,West Indies,MW Forde,4.0,24,3,19,4.75,0,2,0
1512755,2026-02-19,2,West Indies,G Motie,4.0,24,2,26,6.5,0,1,0
1512755,2026-02-19,2,West Indies,AJ Hosein,3.0,18,1,25,8.33,0,0,0
1512755,2026-02-19,2,West Indies,JO Holder,3.0,18,0,23,7.67,0,1,0
