match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512735,2026-02-12,1,Italy,CJPF Kalugamage,4.0,24,3,18,4.5,0,0,0
1512735,2026-02-12,1,Italy,BAD Manenti,4.0,24,2,9,2.25,1,1,0
1512735,2026-02-12,1,Italy,Jaspreet Singh,1.3,9,1,8,5.33,1,1,0
1512735,2026-02-12,1,Italy,JT Smuts,4.0,24,1,22,5.5,0,0,0
1512735,2026-02-12,1,Italy,Ali Hasan,3.0,18,1,34,11.33,0,0,0
1512735,2026-02-12,1,Italy,G Stewart,3.0,18,0,32,10.67,0,0,0
1512735,2026-02-12,2,Nepal,DS Airee,3.4,22,0,24,6.55,0,0,0
1512735,2026-02-12,2,Nepal,K Bhurtel,2.0,12,0,16,8.0,0,0,0
1512735,2026-02-12,2,Nepal,S Lamichhane,3.0,18,0,31,10.33,0,0,0
1512735,2026-02-12,2,Nepal,Karan KC,2.0,12,0,21,10.5,0,0,0
1512735,2026-02-12,2,Nepal,NK Yadav,1.0,6,0,12,12.0,0,0,0
1512735,2026-02-12,2,Nepal,LN Rajbanshi,1.0,6,0,20,20.0,0,0,0
