match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512740,2026-02-14,1,Oman,Shakeel Ahmed,4.0,24,3,33,8.25,0,0,0
1512740,2026-02-14,1,Oman,Aamir Kaleem,4.0,24,1,29,7.25,0,1,0
1512740,2026-02-14,1,Oman,Shah Faisal,2.0,12,1,32,16.0,0,0,0
1512740,2026-02-14,1,Oman,Nadeem Khan,4.0,24,0,34,8.5,0,0,1
1512740,2026-02-14,1,Oman,Mohammad Nadeem,2.0,12,0,33,16.5,0,0,0
1512740,2026-02-14,1,Oman,Sufyan Mehmood,2.0,12,0,35,17.5,0,0,0
1512740,2026-02-14,1,Oman,J Ramanandi,2.0,12,0,39,19.5,0,2,0
1512740,2026-02-14,2,Ireland,J Little,4.0,24,3,16,4.0,0,1,0
1512740,2026-02-14,2,Ireland,MJ Humphreys,4.0,24,2,27,6.75,0,1,0
1512740,2026-02-14,2,Ireland,BJ McCarthy,3.0,18,2,32,10.67,0,1,0
1512740,2026-02-14,2,Ireland,GH Dockrell,1.0,6,1,6,6.0,0,0,0
1512740,2026-02-14,2,Ireland,GJ Delany,2.0,12,0,13,6.5,0,0,0
1512740,2026-02-14,2,Ireland,HT Tector,1.0,6,0,9,9.0,0,0,0
1512740,2026-02-14,2,Ireland,MR Adair,3.0,18,0,36,12.0,0,1,0
