match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512754,2026-02-18,1,Netherlands,LV van Beek,4.0,24,3,57,14.25,0,2,0
1512754,2026-02-18,1,Netherlands,A Dutt,4.0,24,2,19,4.75,0,0,0
1512754,2026-02-18,1,Netherlands,K Klein,4.0,24,1,38,9.5,0,2,0
1512754,2026-02-18,1,Netherlands,BFW de Leede,4.0,24,0,28,7.0,0,2,0
1512754,2026-02-18,1,Netherlands,CN Ackermann,3.0,18,0,36,12.0,0,1,0
1512754,2026-02-18,1,Netherlands,RE van der Merwe,1.0,6,0,15,15.0,0,0,0
1512754,2026-02-18,2,India,CV Varun,3.0,18,3,14,4.67,0,1,0
1512754,2026-02-18,2,India,S Dube,3.0,18,2,35,11.67,0,1,0
1512754,2026-02-18,2,India,JJ Bumrah,3.0,18,1,17,5.67,0,1,0
1512754,2026-02-18,2,India,HH Pandya,3.0,18,1,40,13.33,0,1,0
1512754,2026-02-18,2,India,Arshdeep Singh,3.0,18,0,24,8.0,0,0,0
1512754,2026-02-18,2,India,Washington Sundar,4.0,24,0,36,9.0,0,0,0
1512754,2026-02-18,2,India,Abhishek Sharma,1.0,6,0,10,10.0,0,0,0
