match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512747,2026-02-16,1,Italy,CJPF Kalugamage,4.0,24,2,42,10.5,0,1,0
1512747,2026-02-16,1,Italy,G Stewart,4.0,24,2,51,12.75,0,3,0
1512747,2026-02-16,1,Italy,JT Smuts,3.0,18,1,24,8.0,0,0,0
1512747,2026-02-16,1,Italy,BAD Manenti,4.0,24,1,37,9.25,0,0,0
1512747,2026-02-16,1,Italy,Ali Hasan,4.0,24,1,38,9.5,0,3,0
1512747,2026-02-16,1,Italy,Jaspreet Singh,1.0,6,0,10,10.0,0,0,0
1512747,2026-02-16,2,England,J Overton,4.0,24,3,18,4.5,1,1,0
1512747,2026-02-16,2,England,SM Curran,3.0,18,3,22,7.33,0,2,0
1512747,2026-02-16,2,England,JC Archer,4.0,24,2,35,8.75,0,0,0
1512747,2026-02-16,2,England,AU Rashid,4.0,24,1,43,10.75,0,0,0
1512747,2026-02-16,2,England,WG Jacks,2.0,12,1,34,17.0,0,0,0
1512747,2026-02-16,2,England,LA Dawson,3.0,18,0,26,8.67,0,0,0
