match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512730,2026-02-10,1,United States of America,SC van Schalkwyk,4.0,24,4,25,6.25,0,0,0
1512730,2026-02-10,1,United States of America,Mohammad Mohsin,4.0,24,1,27,6.75,0,0,0
1512730,2026-02-10,1,United States of America,Harmeet Singh,4.0,24,1,41,10.25,0,0,0
1512730,2026-02-10,1,United States of America,SN Netravalkar,4.0,24,1,42,10.5,0,0,1
1512730,2026-02-10,1,United States of America,Ehsan Adil,3.0,18,0,39,13.0,0,2,1
1512730,2026-02-10,1,United States of America,Milind Kumar,1.0,6,0,16,16.0,0,0,0
1512730,2026-02-10,2,Pakistan,Usman Tariq,4.0,24,3,27,6.75,0,3,0
1512730,2026-02-10,2,Pakistan,Shadab Khan,4.0,24,2,26,6.5,0,0,1
1512730,2026-02-10,2,Pakistan,Mohammad Nawaz,3.0,18,1,21,7.0,0,0,0
1512730,2026-02-10,2,Pakistan,Abrar Ahmed,4.0,24,1,31,7.75,0,0,0
1512730,2026-02-10,2,Pakistan,Shaheen Shah Afridi,4.0,24,1,42,10.5,0,0,0
1512730,2026-02-10,2,Pakistan,Saim Ayub,1.0,6,0,11,11.0,0,0,0
