match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512766,26-02-2026,1,Zimbabwe,Sikandar Raza,3.0,18,1,29,9.67,0,0,0
1512766,26-02-2026,1,Zimbabwe,B Muzarabani,4.0,24,1,43,10.75,0,0,0
1512766,26-02-2026,1,Zimbabwe,R Ngarava,4.0,24,1,66,16.5,0,1,0
1512766,26-02-2026,1,Zimbabwe,TT Maposa,2.0,12,1,40,20.0,0,3,1
1512766,26-02-2026,1,Zimbabwe,BJ Bennett,2.0,12,0,16,8.0,0,0,0
1512766,26-02-2026,1,Zimbabwe,RP Burl,1.0,6,0,10,10.0,0,1,0
1512766,26-02-2026,1,Zimbabwe,B Evans,4.0,24,0,52,13.0,0,2,0
1512766,26-02-2026,2,India,Arshdeep Singh,4.0,24,3,24,6.0,0,1,0
1512766,26-02-2026,2,India,AR Patel,4.0,24,1,36,9.0,0,2,0
1512766,26-02-2026,2,India,CV Varun,4.0,24,1,36,9.0,0,0,0
1512766,26-02-2026,2,India,S Dube,2.0,12,1,46,23.0,0,4,2
1512766,26-02-2026,2,India,HH Pandya,3.0,18,0,21,7.0,0,0,0
1512766,26-02-2026,2,India,JJ Bumrah,3.0,18,0,21,7.0,0,0,0
