match_id,season,start_date,venue,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,ball_in_over,extra_ball,balls_remaining,runs_scored_yet,wicket,wickets_lost_yet,innings1_total,innings2_total,target,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,.groups
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,1,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,0,0,1,False,119,0,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,2,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,6,0,2,False,118,6,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,3,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,0,4,3,False,117,10,False,0,256,184,257,,,,4.0,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,4,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,0,0,4,False,116,10,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,5,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,2,0,5,False,115,12,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,6,India,Zimbabwe,SV Samson,Abhishek Sharma,R Ngarava,1,0,6,False,114,13,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,1,India,Zimbabwe,SV Samson,Abhishek Sharma,B Muzarabani,0,0,1,False,113,13,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,2,India,Zimbabwe,SV Samson,Abhishek Sharma,B Muzarabani,1,0,2,False,112,14,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,3,India,Zimbabwe,Abhishek Sharma,SV Samson,B Muzarabani,1,0,3,False,111,15,False,0,256,184,257,,,,,,,,,,drop
1512766,2025/26,26-02-2026,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,4,India,Zimbabwe,SV Samson,Abhishek Sharma,B Muzarabani,6,0,4,False,110,21,False,0,256,184,257,,,,,,,,,,drop
