match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512767,27-02-2026,1,England,WG Jacks,4.0,24,2,23,5.75,0,1,0
1512767,27-02-2026,1,England,AU Rashid,4.0,24,2,28,7.0,0,1,0
1512767,27-02-2026,1,England,Rehan Ahmed,3.0,18,2,28,9.33,0,0,0
1512767,27-02-2026,1,England,LA Dawson,4.0,24,1,32,8.0,0,0,0
1512767,27-02-2026,1,England,JC Archer,3.0,18,0,25,8.33,1,0,0
1512767,27-02-2026,1,England,SM Curran,1.0,6,0,10,10.0,0,0,0
1512767,27-02-2026,1,England,JG Bethell,1.0,6,0,13,13.0,0,0,0
1512767,27-02-2026,2,New Zealand,R Ravindra,4.0,24,3,19,4.75,0,0,0
1512767,27-02-2026,2,New Zealand,LH Ferguson,2.0,12,1,15,7.5,0,0,0
1512767,27-02-2026,2,New Zealand,MJ Henry,2.3,15,1,19,7.6,0,1,0
1512767,27-02-2026,2,New Zealand,GD Phillips,4.0,24,1,44,11.0,0,0,0
1512767,27-02-2026,2,New Zealand,MJ Santner,4.0,24,0,30,7.5,0,0,0
1512767,27-02-2026,2,New Zealand,IS Sodhi,2.0,12,0,21,10.5,0,0,0
1512767,27-02-2026,2,New Zealand,CE McConchie,1.0,6,0,13,13.0,0,0,0
