match_id,date,innings,team,player,overs,balls_bowled,wickets,runs_conceded,economy,maidens,wides,no_balls
1512762,2026-02-23,1,Zimbabwe,B Muzarabani,4.0,24,2,42,10.5,0,2,0
1512762,2026-02-23,1,Zimbabwe,R Ngarava,4.0,24,2,56,14.0,0,1,0
1512762,2026-02-23,1,Zimbabwe,AG Cremer,4.0,24,1,38,9.5,0,0,0
1512762,2026-02-23,1,Zimbabwe,B Evans,4.0,24,1,47,11.75,0,3,0
1512762,2026-02-23,1,Zimbabwe,Sikandar Raza,3.0,18,0,52,17.33,0,2,1
1512762,2026-02-23,1,Zimbabwe,D Myers,1.0,6,0,19,19.0,0,2,0
1512762,2026-02-23,2,West Indies,G Motie,4.0,24,4,28,7.0,1,0,0
1512762,2026-02-23,2,West Indies,AJ Hosein,4.0,24,3,28,7.0,1,0,0
1512762,2026-02-23,2,West Indies,MW Forde,3.4,22,2,28,7.64,0,3,0
1512762,2026-02-23,2,West Indies,JO Holder,3.0,18,1,25,8.33,0,1,0
1512762,2026-02-23,2,West Indies,S Joseph,3.0,18,0,38,12.67,0,1,0
